href	name	page views
Wikipedia:Version_0.5/biglist2	Wikipedia:Version 0.5/biglist2	0
Wikipedia:Version_0.5/Full_list	Wikipedia:Version 0.5/Full list	0
User_talk:66.31.255.2	User talk:66.31.255.2	0
Wikipedia:Version_0.5/degraded_article_log	Wikipedia:Version 0.5/degraded article log	0
Kekal	Kekal	5183
Point_of_View_(Cassandra_Wilson_album)	Point of View (Cassandra Wilson album)	1372
Robert_Brownjohn	Robert Brownjohn	5284
User_talk:70.136.184.6	User talk:70.136.184.6	0
Wikipedia_talk:Source_grading/reviews	Wikipedia talk:Source grading/reviews	0
Crazy_Rhythm	Crazy Rhythm	2754
File:Miles_Davis-Filles_de_Kilimanjaro_(album_cover).jpg	File:Miles Davis-Filles de Kilimanjaro (album cover).jpg	143
Sugar_Plum_(jazz_song)	Sugar Plum (jazz song)	0
Talk:Sketches_of_Japan	Talk:Sketches of Japan	0
User_talk:John_Reid	User talk:John Reid	491
User_talk:99.9.5.137	User talk:99.9.5.137	0
Wikipedia:WikiProject_Missing_encyclopedic_articles/DNB_Epitome_14	Wikipedia:WikiProject Missing encyclopedic articles/DNB Epitome 14	0
User_talk:Fauban	User talk:Fauban	633
The_Douglas_Brothers	The Douglas Brothers	827
Billie_Davies	Billie Davies	1635
User:Hardwicke_Circus/sandbox	User:Hardwicke Circus/sandbox	0
Wikipedia_talk:WikiProject_Composers/Archive_1	Wikipedia talk:WikiProject Composers/Archive 1	0
David_Binney	David Binney	3419
Jazzhus_Montmartre	Jazzhus Montmartre	1627
Traveling_Miles	Traveling Miles	2386
Talk:African_Americans/summary	Talk:African Americans/summary	0
Bags_%26_Trane	Bags & Trane	4335
Wikipedia:Administrators%27_noticeboard/Archive63	Wikipedia:Administrators' noticeboard/Archive63	0
User_talk:192.235.30.56	User talk:192.235.30.56	8
User:Kjefferson	User:Kjefferson	146
Vancouver_International_Jazz_Festival	Vancouver International Jazz Festival	1540
Wikipedia:Featured_article_review/archive/October_2006	Wikipedia:Featured article review/archive/October 2006	0
Johnny_Lytle	Johnny Lytle	0
Wikipedia:Version_0.5/Arts	Wikipedia:Version 0.5/Arts	0
Ballads_(John_Coltrane_album)	Ballads (John Coltrane album)	14320
Dial_Records_(1946)	Dial Records (1946)	1689
Vater_Percussion	Vater Percussion	588
Blue_Moods	Blue Moods	8967
Wikipedia:Reference_desk/Archives/Humanities/2006_December_5	Wikipedia:Reference desk/Archives/Humanities/2006 December 5	0
Gondwana_(disambiguation)	Gondwana (disambiguation)	2057
User:MarshalOctopus/Joke	User:MarshalOctopus/Joke	0
Buster_Williams	Buster Williams	5141
User_talk:76.213.171.169	User talk:76.213.171.169	0
User:Danaimband/Opinions	User:Danaimband/Opinions	0
Desmond_Tutu	Desmond Tutu	309646
The_Language_of_Life	The Language of Life	6751
Cold_Sweat	Cold Sweat	10163
T._M._Stevens	T. M. Stevens	6820
User:Sanbeiji	User:Sanbeiji	84
Cascais_Jazz_Festival	Cascais Jazz Festival	392
Together_We%27re_Stranger	Together We're Stranger	2298
Hot_Club_de_France	Hot Club de France	3566
Arcana_(American_band)	Arcana (American band)	1883
Counterculture_of_the_1960s	Counterculture of the 1960s	276525
Talk:Jim_Goad	Talk:Jim Goad	74
Tim_Drummond	Tim Drummond	7526
List_of_NME_covers	List of NME covers	8972
Gerald_Early	Gerald Early	4939
1001_Albums_You_Must_Hear_Before_You_Die	1001 Albums You Must Hear Before You Die	122784
User_talk:Extraordinary_Machine/Archive08	User talk:Extraordinary Machine/Archive08	0
Melba_Liston	Melba Liston	4411
The_Big_Steal_(1990_film)	The Big Steal (1990 film)	7016
Herman_Leonard	Herman Leonard	3835
Expression_(album)	Expression (album)	10545
Soultrane	Soultrane	13908
John_Coltrane_discography	John Coltrane discography	51362
User_talk:Palmiro/archive5	User talk:Palmiro/archive5	0
Wikipedia:Wikipedia_Signpost/2006-10-23/SPV	Wikipedia:Wikipedia Signpost/2006-10-23/SPV	0
The_Musings_of_Miles	The Musings of Miles	4106
Jazz_improvisation	Jazz improvisation	13717
User:DISEman	User:DISEman	1803
Royal_Roost	Royal Roost	1882
Ren%C3%A9_Urtreger	René Urtreger	2056
Funsho_Ogundipe	Funsho Ogundipe	638
Talk:Peter_Cusack_(musician)	Talk:Peter Cusack (musician)	25
Wikipedia:Version_0.5/NorthAmericaTree	Wikipedia:Version 0.5/NorthAmericaTree	0
Flamenco_Sketches	Flamenco Sketches	8227
Lars_Jansson_(composer)	Lars Jansson (composer)	1841
Blue_in_Green	Blue in Green	16398
User:Evil_Trash	User:Evil Trash	119
Tenderloin,_San_Francisco	Tenderloin, San Francisco	105495
Sun_City_(album)	Sun City (album)	8833
User:Thaddeus_Slamp	User:Thaddeus Slamp	279
Inventions_and_Dimensions	Inventions and Dimensions	8008
Zu_%26_Co.	Zu & Co.	3068
Annabel_Jankel	Annabel Jankel	17553
User_talk:192.138.214.106	User talk:192.138.214.106	58
User_talk:KillerChihuahua/Archive07	User talk:KillerChihuahua/Archive07	0
Jean-Luc_Ponty_Experience_with_the_George_Duke_Trio	Jean-Luc Ponty Experience with the George Duke Trio	2210
LP_record	LP record	377640
Talk:Super_Mario_64/Archive_1	Talk:Super Mario 64/Archive 1	0
User:Rain-lola	User:Rain-lola	22
The_Bitter_End	The Bitter End	15389
Bump_(album)	Bump (album)	2097
Anita_O%27Day_Sings_the_Winners	Anita O'Day Sings the Winners	69
Satellites_LV	Satellites LV	1101
Misterioso_(Thelonious_Monk_album)	Misterioso (Thelonious Monk album)	12924
EnRoute:_John_Scofield_Trio_LIVE	EnRoute: John Scofield Trio LIVE	1739
Rob_Hyman	Rob Hyman	12751
Works_for_Me	Works for Me	1691
John_Coltrane_and_Johnny_Hartman	John Coltrane and Johnny Hartman	14491
John_Beasley_(musician)	John Beasley (musician)	3092
User:Bellagio99	User:Bellagio99	635
Talk:The_Smashing_Pumpkins/Archive_1	Talk:The Smashing Pumpkins/Archive 1	0
The_Complete_1957_Riverside_Recordings	The Complete 1957 Riverside Recordings	2492
Private_Passions	Private Passions	3933
User_talk:71.107.221.124	User talk:71.107.221.124	5
Either/Orchestra	Either/Orchestra	0
Forecast:_Tomorrow	Forecast: Tomorrow	4535
David_Redfern	David Redfern	1822
Jack_Sels	Jack Sels	604
Ren%C3%A9_Thomas_(guitarist)	René Thomas (guitarist)	2556
Bobby_Jaspar	Bobby Jaspar	3729
User_talk:68.159.195.157	User talk:68.159.195.157	0
Baalbeck_International_Festival	Baalbeck International Festival	5059
Steve_Williams_(jazz_drummer)	Steve Williams (jazz drummer)	1303
User:Rothorpe	User:Rothorpe	3213
Mino_Cinelu	Mino Cinelu	4819
Wikipedia:Version_0.5/Alphabetical	Wikipedia:Version 0.5/Alphabetical	0
User_talk:81.3.183.98	User talk:81.3.183.98	0
Doxy_(song)	Doxy (song)	2921
Ponga_(band)	Ponga (band)	1266
Sean_Jones_(trumpeter)	Sean Jones (trumpeter)	4622
Reed_Mathis	Reed Mathis	4550
A_New_Perspective	A New Perspective	5442
User_talk:209.244.43.66	User talk:209.244.43.66	15
Ain%27t_a_Damn_Thing_Changed	Ain't a Damn Thing Changed	3384
User:SmokeyTheCat	User:SmokeyTheCat	561
Sun_City_(song)	Sun City (song)	12716
Nine_to_the_Universe	Nine to the Universe	13829
Everybody_Digs_Bill_Evans	Everybody Digs Bill Evans	9180
User:Peterdjones	User:Peterdjones	341
Dakar_(album)	Dakar (album)	4495
Coltrane_(1957_album)	Coltrane (1957 album)	14354
Lush_Life_(John_Coltrane_album)	Lush Life (John Coltrane album)	8658
The_Last_Trane	The Last Trane	1874
The_Believer_(John_Coltrane_album)	The Believer (John Coltrane album)	3178
Settin%27_the_Pace	Settin' the Pace	1890
Black_Pearls	Black Pearls	3153
Standard_Coltrane	Standard Coltrane	1470
Bahia_(album)	Bahia (album)	4050
Coltrane_Jazz	Coltrane Jazz	12007
The_Avant-Garde_(album)	The Avant-Garde (album)	6193
The_Heavyweight_Champion:_The_Complete_Atlantic_Recordings	The Heavyweight Champion: The Complete Atlantic Recordings	3409
Newtown_area_graffiti_and_street_art	Newtown area graffiti and street art	5339
Informal_Jazz	Informal Jazz	1519
The_Prestige_Recordings	The Prestige Recordings	2297
User:Silas619	User:Silas619	117
Stardust_(John_Coltrane_album)	Stardust (John Coltrane album)	4654
Like_Sonny	Like Sonny	2206
Coltrane_%22Live%22_at_the_Village_Vanguard	Coltrane "Live" at the Village Vanguard	2640
Duke_Ellington_%26_John_Coltrane	Duke Ellington & John Coltrane	16802
Coltrane_(1962_album)	Coltrane (1962 album)	9700
The_Major_Works_of_John_Coltrane	The Major Works of John Coltrane	1793
Miles_(given_name)	Miles (given name)	7538
Philadelphia_High_School_for_the_Creative_and_Performing_Arts	Philadelphia High School for the Creative and Performing Arts	7214
User:Frijole/Userboxes	User:Frijole/Userboxes	0
Portal:Music/Music_news/March_2007	Portal:Music/Music news/March 2007	0
The_Ultimate_Adventure	The Ultimate Adventure	2769
Quiet_(album)	Quiet (album)	1103
Template:John_Scofield	Template:John Scofield	123
List_of_Italian-American_entertainers	List of Italian-American entertainers	20903
Groove_Elation	Groove Elation	1677
Oh!_(ScoLoHoFo_album)	Oh! (ScoLoHoFo album)	1441
I_Can_See_Your_House_from_Here_(John_Scofield_and_Pat_Metheny_album)	I Can See Your House from Here (John Scofield and Pat Metheny album)	3013
List_of_Juilliard_School_people	List of Juilliard School people	94188
Man-Child	Man-Child	12100
Steady_Groovin%27	Steady Groovin'	539
Grace_Under_Pressure_(John_Scofield_album)	Grace Under Pressure (John Scofield album)	1975
Wikipedia:WikiProject_Spam/LinkSearch/amazon.com	Wikipedia:WikiProject Spam/LinkSearch/amazon.com	0
Liquid_Fire:_The_Best_of_John_Scofield	Liquid Fire: The Best of John Scofield	896
Still_Warm	Still Warm	2503
Moose_the_Mooche	Moose the Mooche	3021
Wikipedia:Featured_article_candidates/Miles_Davis	Wikipedia:Featured article candidates/Miles Davis	0
Rough_House_(album)	Rough House (album)	1014
Art_D%27Lugoff	Art D'Lugoff	993
Wikipedia:Featured_article_review/Miles_Davis	Wikipedia:Featured article review/Miles Davis	0
User_talk:Garyth123	User talk:Garyth123	3
What_We_Do	What We Do	2135
Slo_Sco:The_Best_of_the_Ballads	Slo Sco:The Best of the Ballads	946
Blue_Matter	Blue Matter	2639
List_of_organisms_named_after_famous_people	List of organisms named after famous people	104438
Meant_to_Be_(John_Scofield_album)	Meant to Be (John Scofield album)	2354
Robert_Irving_III	Robert Irving III	2774
Bobby_Rosengarden	Bobby Rosengarden	1844
Time_on_My_Hands_(album)	Time on My Hands (album)	1436
Hassan_Hakmoun	Hassan Hakmoun	9115
Gustavo_Bergalli	Gustavo Bergalli	410
Pick_Hits_Live	Pick Hits Live	1521
Loud_Jazz	Loud Jazz	2311
Electric_Outlet	Electric Outlet	2605
John_Scofield_Live	John Scofield Live	1419
Bar_Talk	Bar Talk	1534
Shinola_(John_Scofield_album)	Shinola (John Scofield album)	1027
Out_Like_a_Light	Out Like a Light	1284
Who%27s_Who%3F	Who's Who?	1784
East_Meets_West_(album)	East Meets West (album)	1139
Flat_Out_(John_Scofield_album)	Flat Out (John Scofield album)	1651
Green_Gartside	Green Gartside	14781
Trane%27s_Blues	Trane's Blues	1915
Coltrane_Live_at_Birdland	Coltrane Live at Birdland	2261
First_Meditations_(for_quartet)	First Meditations (for quartet)	3154
Jazz_Way_Out	Jazz Way Out	1959
Countdown:_The_Savoy_Sessions	Countdown: The Savoy Sessions	1154
Dial_Africa:_The_Savoy_Sessions	Dial Africa: The Savoy Sessions	1165
Gold_Coast_(album)	Gold Coast (album)	1079
Tanganyika_Strut	Tanganyika Strut	2074
Bootmen	Bootmen	11051
Best_of_John_Scofield	Best of John Scofield	718
Osama_Afifi	Osama Afifi	583
My_Point_of_View	My Point of View	8360
Takin%27_Off	Takin' Off	12056
User:G.AC	User:G.AC	45
Andy_%22Stoker%22_Growcott	Andy "Stoker" Growcott	2499
Bran_Ferren	Bran Ferren	8550
Robert_Musso	Robert Musso	1932
Moon_Beams	Moon Beams	6448
User_talk:69.118.18.125	User talk:69.118.18.125	0
Scorched_(album)	Scorched (album)	1055
User:PhilChristensen	User:PhilChristensen	33
KinKi_Kids	KinKi Kids	15607
User_talk:69.122.0.105	User talk:69.122.0.105	0
C-Note_(album)	C-Note (album)	8588
Jimmy_Owens_(musician)	Jimmy Owens (musician)	3307
User:Ironbrother~enwiki	User:Ironbrother~enwiki	96
Portal:Jazz	Portal:Jazz	6555
Portal:Jazz/Did_you_know/Archive	Portal:Jazz/Did you know/Archive	0
User:Rajah/persondata4	User:Rajah/persondata4	0
Lars_Ulrik_Mortensen	Lars Ulrik Mortensen	2632
User:Dragon909	User:Dragon909	94
Expectations_(Keith_Jarrett_album)	Expectations (Keith Jarrett album)	3510
A_Funky_Thide_of_Sings	A Funky Thide of Sings	4016
%27N_Gatz_We_Truss	'N Gatz We Truss	4388
Adventures_in_Radioland	Adventures in Radioland	4319
Ain%27t_Misbehavin%27_(song)	Ain't Misbehavin' (song)	21130
User:Goldenglove/UBX	User:Goldenglove/UBX	0
So_What_(Jerry_Garcia_and_David_Grisman_album)	So What (Jerry Garcia and David Grisman album)	0
File:Amandla_(album).jpg	File:Amandla (album).jpg	69
Doing_Time_for_Patsy_Cline	Doing Time for Patsy Cline	3271
Zodiac_(soundtrack)	Zodiac (soundtrack)	6941
User_talk:Sharkentile	User talk:Sharkentile	86
The_Beatnuts:_Street_Level	The Beatnuts: Street Level	5284
Jeff_Jones_(music_industry_executive)	Jeff Jones (music industry executive)	4718
Unique_Recording_Studios	Unique Recording Studios	2004
Oucho_Sparks	Oucho Sparks	544
List_of_Capitol_Records_artists	List of Capitol Records artists	13595
The_Complete_Copenhagen_Concert	The Complete Copenhagen Concert	682
User:Fredrikbobr	User:Fredrikbobr	39
User_talk:Oo7565/Archive_1	User talk:Oo7565/Archive 1	0
Lanquidity	Lanquidity	4990
User:Dsp13/Top_WorldCat_IDs/501-750	User:Dsp13/Top WorldCat IDs/501-750	0
List_of_L%C3%A9gion_d%27honneur_recipients_by_name_(D)	List of Légion d'honneur recipients by name (D)	442
Red_Clay	Red Clay	11098
Hub-Tones	Hub-Tones	5660
Ezz-thetics	Ezz-thetics	2317
Chris_Badami	Chris Badami	936
Mahavishnu_(album)	Mahavishnu (album)	5995
You_Don%27t_Know_What_Love_Is	You Don't Know What Love Is	8480
Real_Gone_Cat	Real Gone Cat	390
Bernie_Glow	Bernie Glow	1911
User_talk:76.29.10.254	User talk:76.29.10.254	0
User:VeblenBot/Version_0.7/Arts	User:VeblenBot/Version 0.7/Arts	0
User:VeblenBot/Version_0.7/Start-Class_Version_0.7_articles	User:VeblenBot/Version 0.7/Start-Class Version 0.7 articles	0
Yesterdays_Universe	Yesterdays Universe	2173
User_talk:71.96.6.195	User talk:71.96.6.195	0
User_talk:71.252.158.81	User talk:71.252.158.81	1
Tony_Crombie	Tony Crombie	2450
Justin_Clay_Perry	Justin Clay Perry	545
Feets,_Don%27t_Fail_Me_Now	Feets, Don't Fail Me Now	4289
International_Trumpet_Guild	International Trumpet Guild	1356
Wikipedia_talk:WikiProject_Composers/Archive_3	Wikipedia talk:WikiProject Composers/Archive 3	0
Joe_Chambers	Joe Chambers	5838
User_talk:152.157.78.121	User talk:152.157.78.121	13
Basin_Street_Blues	Basin Street Blues	9659
Bold_Conceptions	Bold Conceptions	1176
Hiram_Bullock	Hiram Bullock	16336
DeWayne_McKnight	DeWayne McKnight	21939
Portal:Music/DateOfBirth/May_26	Portal:Music/DateOfBirth/May 26	0
Masabumi_Kikuchi	Masabumi Kikuchi	7514
Wilbur_Harden	Wilbur Harden	2134
User:Catastrophei90	User:Catastrophei90	5
User:Iph	User:Iph	726
L%C3%A9onie_Sonning_Music_Prize	Léonie Sonning Music Prize	3089
Jimmy_Cleveland	Jimmy Cleveland	3223
Jesper_Thilo	Jesper Thilo	1236
Between_Nothingness_%26_Eternity	Between Nothingness & Eternity	4322
Drop_Trio	Drop Trio	1095
User:Eganio	User:Eganio	164
Chick_Corea_discography	Chick Corea discography	23163
User:Mind_meal	User:Mind meal	300
Rick_Vandivier	Rick Vandivier	438
Reinhold_Heil	Reinhold Heil	5117
Infinity_(John_Coltrane_album)	Infinity (John Coltrane album)	2100
List_of_avant-garde_artists	List of avant-garde artists	27946
Beryl_Booker	Beryl Booker	1254
User:Henkje123	User:Henkje123	64
Lorne_Lofsky	Lorne Lofsky	1558
Finding_Forrester	Finding Forrester	95162
User:Grimey109	User:Grimey109	151
Three_Quartets	Three Quartets	3030
This_Is_an_EP_Release	This Is an EP Release	3943
Talk:Christopher_Hitchens/Archive_4	Talk:Christopher Hitchens/Archive 4	0
Deaths_in_June_2007	Deaths in June 2007	2856
A_Century_of_Song	A Century of Song	724
Tor_Lundvall	Tor Lundvall	2443
Play_(Chick_Corea_and_Bobby_McFerrin_album)	Play (Chick Corea and Bobby McFerrin album)	2557
User:Kotepho/reports/fair_use_per_article/10_or_less	User:Kotepho/reports/fair use per article/10 or less	0
Camp_Meeting_(album)	Camp Meeting (album)	1985
Talk:Matt_Sanchez/Archive_3	Talk:Matt Sanchez/Archive 3	0
User_talk:72.161.7.40	User talk:72.161.7.40	0
List_of_Ibanez_players	List of Ibanez players	13081
The_Classic_Quartet:_The_Complete_Impulse!_Recordings	The Classic Quartet: The Complete Impulse! Recordings	3919
Miles_%26_Quincy_Live_at_Montreux	Miles & Quincy Live at Montreux	6696
The_Complete_1961_Village_Vanguard_Recordings	The Complete 1961 Village Vanguard Recordings	4112
High_Step	High Step	2228
Tenor_Conclave	Tenor Conclave	2938
Interplay_for_2_Trumpets_and_2_Tenors	Interplay for 2 Trumpets and 2 Tenors	1372
The_Cats_(album)	The Cats (album)	5437
Cattin%27_with_Coltrane_and_Quinichette	Cattin' with Coltrane and Quinichette	3130
Mal/2	Mal/2	0
Wheelin%27_%26_Dealin%27	Wheelin' & Dealin'	2052
A_Blowin%27_Session	A Blowin' Session	2347
Stereo_Drive	Stereo Drive	3003
Kenny_Burrell_%26_John_Coltrane	Kenny Burrell & John Coltrane	0
Mainstream_1958	Mainstream 1958	1613
Alternate_Takes	Alternate Takes	1613
The_Coltrane_Legacy	The Coltrane Legacy	1588
The_Complete_Paris_Concerts	The Complete Paris Concerts	481
Live_in_Stockholm_1961	Live in Stockholm 1961	680
Afro_Blue_Impressions	Afro Blue Impressions	4100
The_European_Tour	The European Tour	1244
The_Complete_1962_Stockholm_Concert	The Complete 1962 Stockholm Concert	468
Live_at_Birdland_1962	Live at Birdland 1962	486
Bye_Bye_Blackbird_(John_Coltrane_album)	Bye Bye Blackbird (John Coltrane album)	2568
The_Paris_Concert_(John_Coltrane_album)	The Paris Concert (John Coltrane album)	2090
Live_in_Stockholm_1963	Live in Stockholm 1963	1348
Newport_%2763	Newport '63	2805
The_John_Coltrane_Quartet_Plays	The John Coltrane Quartet Plays	13287
Creation_(John_Coltrane_album)	Creation (John Coltrane album)	699
Brazilia_(album)	Brazilia (album)	588
Kulu_S%C3%A9_Mama	Kulu Sé Mama	11022
Living_Space_(album)	Living Space (album)	3352
Live_in_Seattle_(John_Coltrane_album)	Live in Seattle (John Coltrane album)	3273
Live_at_the_Half_Note:_One_Down,_One_Up	Live at the Half Note: One Down, One Up	2979
Live_in_Paris_(John_Coltrane_album)	Live in Paris (John Coltrane album)	1699
Live_in_Antibes	Live in Antibes	618
Gleanings_(album)	Gleanings (album)	870
The_Mastery_of_John_Coltrane,_Vol._2:_To_the_Beat_of_a_Different_Drum	The Mastery of John Coltrane, Vol. 2: To the Beat of a Different Drum	714
New_Thing_at_Newport	New Thing at Newport	8468
Selflessness:_Featuring_My_Favorite_Things	Selflessness: Featuring My Favorite Things	2336
Cosmic_Music	Cosmic Music	5087
Template:John_Coltrane	Template:John Coltrane	572
User:%D7%9C%D7%99%D7%90%D7%95%D7%A8/Blues_on_Parade	User:ליאור/Blues on Parade	0
User:Stratman	User:Stratman	125
Black_Beauty:_Live_at_the_Fillmore_West	Black Beauty: Live at the Fillmore West	9702
Prince_Interactive	Prince Interactive	3027
Bill_Douglas_(musician)	Bill Douglas (musician)	3432
The_Essential_Santana	The Essential Santana	9096
There%27s_No_You	There's No You	886
Russell_family_(Passions)	Russell family (Passions)	2057
Frank_Sinatra%27s_recorded_legacy	Frank Sinatra's recorded legacy	32963
The_Complete_Columbia_Recordings_of_Miles_Davis_with_John_Coltrane	The Complete Columbia Recordings of Miles Davis with John Coltrane	6469
Circle_in_the_Round	Circle in the Round	8208
Miles_Davis_Quintet_at_Peacock_Alley	Miles Davis Quintet at Peacock Alley	2167
The_Complete_Graz_Concert	The Complete Graz Concert	417
Jazz_guitarist	Jazz guitarist	8960
To_the_Point	To the Point	2932
The_Last_Giant:_Anthology	The Last Giant: Anthology	1178
Ken_Burns_Jazz:_John_Coltrane	Ken Burns Jazz: John Coltrane	1185
John_D%27earth	John D'earth	2498
Mike_Zwerin	Mike Zwerin	2429
Jack_Walrath	Jack Walrath	1749
Henry_Johnson_(guitarist)	Henry Johnson (guitarist)	1705
Howard_Rumsey	Howard Rumsey	5537
User:DGsynthi	User:DGsynthi	84
Paulinho_da_Costa	Paulinho da Costa	8638
Nothing_to_Fear_(MC_Lars_album)	Nothing to Fear (MC Lars album)	906
Caf%C3%A9_Society	Café Society	6701
List_of_former_Warner_Bros._Records_artists	List of former Warner Bros. Records artists	5700
Bob_Welch_Looks_at_Bop	Bob Welch Looks at Bop	750
Bill_Barber_(musician)	Bill Barber (musician)	2879
Talk:Bill_Barber_(musician)	Talk:Bill Barber (musician)	43
List_of_bebop_musicians	List of bebop musicians	7351
Yesterdays_(1933_song)	Yesterdays (1933 song)	5330
Cultural_Amnesia_(book)	Cultural Amnesia (book)	4625
Paramount_Theatre_(Brooklyn)	Paramount Theatre (Brooklyn)	3460
Hooteroll%3F	Hooteroll?	3311
List_of_cool_jazz_and_West_Coast_jazz_musicians	List of cool jazz and West Coast jazz musicians	9777
User_talk:Charleswesterman	User talk:Charleswesterman	4
